click,weekday,hour,bidid,logtype,userid,useragent,IP,region,city,adexchange,domain,url,urlid,slotid,slotwidth,slotheight,slotvisibility,slotformat,slotprice,creative,bidprice,payprice,keypage,advertiser,usertag
1,6,17,0408458315a58c7dbbcf43065d09278f,1,u_VhdiPuCrO2TUamL,windows_chrome,113.1.118.*,65,70,3,3FF-e59aG5syJqKbuKz,7a9afc4a89416566edccc6e768d0e3c1,null,tips_F_Rectangle1,300,250,0,0,70,00fccc64a1ee2809348509b7ac2a97a5,241,77,b2e35064f3549d447edbbdfb1f707c8c,3427,"1,003,113,042,100,590,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,6,3,045fc3bd0361248d3b329b620ef9e377,1,u_VhzrLezyOeC8GIc,windows_ie,221.223.234.*,1,1,2,DF9blS8yPQFfw9KbuKz,5319e1339f9b27f8a5cd5c5173c080ce,null,1585186581,728,90,2,0,5,48f2e9ba15708c0146bda5e1dd653caa,300,135,bebefa5efe83beee17a3d245e7c5085b,1458,"10,076,100,631,000,600,000,000,000,000,000,000"
0,5,16,054289c0f1d976590fb763f039b6e300,1,u_6gfYZJz7O6cxkZlseOasGrkTX6jCJt,windows_ie,110.240.43.*,3,4,1,trqRTJz7P9T4wTKbuKz,eec0ef49d3e2c8ea66a13d2c91ef21c9,null,mm_31490035_2989693_10121481,336,280,2,1,0,f49541b4e0999d0c934ee3eea142a60e,227,83,0f951a030abdaedd733ee8d114ce2944,3427,"100,241,006,313,800"
0,5,10,05e8e139d9e42048799b60e17c7aa66c,1,u_CAL9RU5Nbdb,windows_ie,27.44.73.*,216,233,1,e67f000215955f7c5c57010fa9e7aa9c,c8834acf9c6b3378a14b6d6eaa0b66d5,null,mm_10083036_168822_13684913,336,280,Na,Na,0,7326,294,39,null,2259,"1,004,816,751,142,730,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,2,18,0627667d5586132228ddeebbb468d819,1,u_DANIT609t1D,android_safari,218.11.176.*,3,8,null,null,null,null,1,320,50,FirstView,Na,6,11908,277,6,null,2997,null
1,4,12,0628e59baf3e83fe885d3cb2231a97ad,1,u_VhTKCn1pDlqUXB2,windows_ie,175.23.146.*,55,60,1,tS1gGpFvgusrjgTouScWvpdh,322db16586fddc95a0eee827e0f29708,null,mm_14962967_2576782_9700268,160,600,1,1,0,cb7c76e7784031272e37af8e7e9b062c,300,274,bebefa5efe83beee17a3d245e7c5085b,1458,"100,631,127,810,111"
0,1,8,06bfb96bfe615234487f0945c04798d1,1,u_CBIFlI9QbXa,windows_chrome,202.99.241.*,27,33,2,c802e863a78a5c290012c26501444405,89350c67b7e7f238f3f66c7cae4ac4be,null,1976063761,336,280,FirstView,Na,125,10720,277,207,null,2821,"10,048,100,571,127,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,1,13,07eb6123b0a9071d3aeb4dd2af26d070,1,u_VhkR139APydc3QB,windows_ie,113.75.78.*,216,230,2,trqRTuTyjqN0wqKbuKz,f41a07d513bfecbda57b0f94b22129cc,null,3314119111,468,60,1,0,5,2f88fc9cf0141b5bbaf251cab07f4ce7,300,75,361e128affece850342293213691a043,3386,"1,002,410,006,137,760,000,000,000"
1,3,18,0801c6aeba13cc3e6f39ec32cf268cd8,1,u_Vh5hLk5iPlpOXdf,windows_chrome,119.99.124.*,183,193,1,eA1XTupSMZq81YT9UDaWvpdh,8bb65e4722e3d10bcb59ccba682b1ff1,null,mm_15191080_2147689_9068851,300,250,0,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,199,361e128affece850342293213691a043,3386,null
0,1,11,081e7599b6f25640a3db3039141d4f02,1,u_CBKBmB7haYN,windows_firefox,202.65.204.*,394,394,1,519a3f609d6c6aff38ef9c2d85e76ebe,f1b1e80dac4a82df1e94a7e9fbb097d9,null,mm_13521414_3443510_11360959,950,90,Na,Na,0,10718,294,24,null,2821,"10,057,106,841,427,300,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,1,22,0931fa20540389a129fadf07754e1e88,1,u_VhTOOxq1LHmTada,windows_ie,182.84.77.*,134,136,3,ersbQv1RdoTy1m58uG,ceb4128f037203b5d0059f10920a3973,null,ALLINONE_F_Width1,1000,90,0,0,70,832b91d59d0cb5731431653204a76c0e,300,70,bebefa5efe83beee17a3d245e7c5085b,1458,"100,631,008,311,278,000,000,000,000,000"
1,3,19,098d4aa27f1e4fce110d952be145b1d0,1,u_Vh5hLvn8PlFTjYC,windows_chrome,221.225.68.*,80,85,2,trqRTJB9gQk7gspy,12905dd338f438eb9cc4f2c142013540,null,410431030,728,90,1,0,5,48f2e9ba15708c0146bda5e1dd653caa,300,144,bebefa5efe83beee17a3d245e7c5085b,1458,"10,063,100,061,127,800,000"
0,1,8,0a08e1c04842f44ef1c769f8d0437b08,1,u_CB89_g8oai2,windows_ie,14.107.106.*,275,275,3,dd4270481b753dde29898e27c7c03920,a58a2b9113efadfcd4aa4cef25776931,null,ALLINONE_F_Pop,300,250,Na,Na,70,10722,294,160,null,2821,"100,591,000,610,111,000,000,000,000,000"
0,1,11,0aefc8c2f63fb9b439dc5bd27ce17bb6,1,u_CB38q94Ub10,windows_ie,14.127.196.*,216,219,2,59ac9d29cce38549cc268a615e17ff39,553337500ca82a6c987dadd34551afc,null,4199078954,336,280,OtherView,Na,4,7326,277,22,null,2259,"100,571,004,810,059,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,0,18,0b2cb4b923943ce7c06ce36e307394df,1,u_CAPErl8kgnq,windows_ie,222.29.45.*,1,1,4,de6d8b674cde8053f9c5c082d1c3032e,45c754d34d980cb356e08be0d6506b16,null,9.22E+18,960,90,FirstView,Na,30,10717,294,101,null,2821,"1,068,410,083,100,240,000,000,000,000,000,000,000,000"
1,0,20,0e7e7ac737c707dcbaf1a18886893142,1,u_D6NHav5M5Jj,windows_ie,211.142.126.*,164,172,1,9a2acabba41e00373f68053fd73e4d50,cd7ee88b3ea58f4cb1f789bed361b5a4,null,mm_12712107_1718689_6742002,300,250,FirstView,Na,0,10722,294,159,null,2821,"1,000,610,063"
1,4,20,0eaf2446e82a0fbf4a308d889c082d76,1,u_Vh2xV5fI3UKHGGn,windows_ie,113.94.126.*,216,225,2,trqRTvTJMoFoFYNrJFTzceuzM9FnSU,4a400338f09a6540729fbcf317e21ea0,null,3989709271,728,90,1,0,5,7184c9560e68e977187e67e45a4f3198,238,195,0f951a030abdaedd733ee8d114ce2944,3427,"1,006,313,866,100,060,000,000,000"
0,4,10,0ee7fac5356844d63707cc1067c12694,1,u_6gfYZJz7OvlyDIlIeYBsQrjTgvlOJZE,windows_ie,59.45.62.*,40,46,3,5F1RQS9rg5scFsf,dcbfdfc7ee6b10b3b39802e8dd93647e,null,News_F_Width1,1000,90,0,0,80,a10c31a8ff5f42930b4c34035e523886,241,88,d29e59bf0f7f8243858b8183f14d4412,3358,"1,006,310,006"
0,1,19,0f1420f3cf0d0d2d0b73ee1f75f897cb,1,u_CBPJ5J0waHI,windows_chrome,14.29.221.*,216,216,3,dd4270481b753dde29898e27c7c03920,98c0712ea82bd9a83a65a568f4bdae59,null,Ent_F_Width1,1000,90,Na,Na,70,10734,294,70,null,2821,"100,481,005,716,751,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,5,12,0f1686713f2f10cfcf18b0008519abef,1,u_CAQHSW7mcEl,windows_chrome,1.81.155.*,333,340,2,3d68edb4b8f5bba8bea6782e33c8e228,55e54e4e02cfaa8100a0c8564ab228af,null,4055442454,300,250,OtherView,Na,63,12622,277,63,null,2261,null
0,1,14,0fe40f68d551e31efe0293ab29a8dfd1,1,u_6gfYZDn7OvnyDQC9egkhQrjHgej2aoR,windows_ie,125.95.140.*,216,222,1,DFpETuxoGQdcFNKbuKz,1da99e9a30ac700e9c801a12a4bd0761,null,mm_10024662_3445902_11178345,336,280,2,1,0,f65c8bdb41e9015970bac52baa813239,238,16,9be83422522025c09a44593ecd1af8ca,3476,"100,571,000,610,110"
0,6,16,103e43fdc10be50fd04137890fdd2277,1,u_6gfYZJzxOeky3ZB_egksQJlpgyRHwIb,windows_chrome,119.163.219.*,146,147,2,kFR-VDj0Q9Kr,a4982ce15f0447b411ca9309986ff589,null,1402329189,200,200,0,0,4,82f125e356439d73902ae85e2be96777,300,6,361e128affece850342293213691a043,3386,"1,194,410,048"
1,5,11,1043f519405e61ba6e5925d885e705f1,1,u_Vh5zOwC9P4a8QmL,windows_ie,222.180.233.*,275,275,2,trqRTvprMq1c1m58uG,eb15fde566e8f34ed388cdeae736a5cf,null,919020466,728,90,2,0,133,7184c9560e68e977187e67e45a4f3198,238,149,0f951a030abdaedd733ee8d114ce2944,3427,"1,304,210,110"
0,2,14,1171ce5bd55aa968016f62c325f08ab3,1,u_CB599X0_e4w,windows_ie,61.150.111.*,333,342,3,dd4270481b753dde29898e27c7c03920,ac3192c57cdffe54d81ca5bfdc8c9a73,null,Ent_F_Width1,1000,90,Na,Na,70,10734,294,164,null,2821,"100,671,005,910,079,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,3,9,118353129960421c6d0038984d85006c,1,u_Vh5hC5syOZmhgYc,android_safari,117.136.11.*,124,125,1,null,null,null,mm_10027070_118039_9659846,728,90,2,1,0,48f2e9ba15708c0146bda5e1dd653caa,300,76,bebefa5efe83beee17a3d245e7c5085b,1458,"112,781,386,610,111"
0,6,15,11a81f1cd95ea87d0ec2191c40383f83,1,u_CARNp784c5j,windows_ie,14.208.69.*,216,225,3,dd4270481b753dde29898e27c7c03920,b09323aded95f70b1f66611d08a7a32f,null,Ent_F_Width1,1000,90,Na,Na,70,12633,294,70,null,2261,null
0,0,21,12213d18352a204319ecda10a57ce506,1,u_CBMDLD0wdN2,windows_ie,106.86.124.*,275,275,3,dd4270481b753dde29898e27c7c03920,be57bdf6efa9c584677dbb7c72db7534,null,ALLINONE_F_Width1,1000,90,Na,Na,70,10734,294,165,null,2821,"112,781,006,711,379,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,4,6,12607b1b3da893647d1dc5a9e69e0235,1,u_6gfYZDz4Ovl4DIChehbpGAc2jek,windows_ie,122.156.52.*,65,75,2,trqRTvurBTL7FmMs,a7c5cb33945e46107b9824a31d8fcfcf,null,3785725913,728,90,2,0,5,7184c9560e68e977187e67e45a4f3198,238,45,0f951a030abdaedd733ee8d114ce2944,3427,"10,006,138,661,007,500,000,000,000,000,000,000"
1,2,9,12e75bd9eeffeea4da50ce4f6ba5bf82,1,u_VhkEOxp6LlmheML,windows_chrome,117.159.196.*,0,0,2,trqRTuMvjTN7X9KbuKz,701313dd4d502e99a9bc357d083f4fb5,null,3076506563,728,90,0,0,280,48f2e9ba15708c0146bda5e1dd653caa,300,280,bebefa5efe83beee17a3d245e7c5085b,1458,"1,127,810,111"
0,0,14,131f1627484d7934b37febcf9f463a1c,1,u_CB1E_n8mc9r,windows_ie,113.105.233.*,216,222,3,dd4270481b753dde29898e27c7c03920,ae262a20f15c1c8aeecf1e51916225de,null,Ent_Width3,1000,90,Na,Na,20,7336,294,20,null,2259,"10,075,100,241,013,300,000"
1,3,22,148f2accc9f6d667bd475a5ceba851b8,1,u_Vh5h1eTZPcmCjbc,windows_firefox,111.14.54.*,146,151,1,trqRTvpogNlyDok4JKTI,f3a24677203ae15dc6102e7019f86a68,null,mm_10032051_2374052_9428667,300,250,1,1,0,911b2d84826786018761e8c0b0a3a60c,227,172,d29e59bf0f7f8243858b8183f14d4412,3358,"1,068,410,063"
0,0,18,14e6c4c289bb56851d7dad07c5e03484,1,u_6gfYZJzROvnykZB9eOasGrBngvkZwH,windows_ie,180.106.30.*,80,85,2,trqRTJB8L6usjMd8vKmANKTRmT2,aae2a71a0add1526fdbac43afbf95470,null,4270044561,468,60,2,0,5,2f88fc9cf0141b5bbaf251cab07f4ce7,300,82,361e128affece850342293213691a043,3386,"138,661,006,310,111"
1,3,15,15431fffbab53bfc66945a745895da28,1,u_VhkrO3sAPyMUqdl,windows_ie,123.178.25.*,27,28,1,DJa-GxfIL5scFsf,2949654cb93f43486bbc9bac48009a0d,null,mm_29637155_2534111_11197917,160,600,1,1,0,cb7c76e7784031272e37af8e7e9b062c,300,87,bebefa5efe83beee17a3d245e7c5085b,1458,"100,751,127,810,006,000,000,000,000,000"
0,5,13,158ffc67de5c41a9de644623d3e975f3,1,u_CARKr7EFc0C,windows_chrome,58.39.235.*,79,79,2,f13703cc12a2ea3965da02ae6e8acdcf,a95bb3a8b68d92457544073c7e2003c6,null,2545335729,728,90,OtherView,Na,4,12627,277,74,null,2261,"10,057,106,841,427,300,000"
0,2,10,15ab773d42a5fe04fce6dec2c861534d,1,u_CAP9_GB1ey2,windows_chrome,210.195.160.*,0,0,4,9042e46712695009b07ab83d8f03fd,d8f259d936900f1ff3b5eb239f5c714,null,709816,960,90,FirstView,Na,30,10717,294,114,null,2821,"10,075,100,061,386,600,000"
0,3,16,15dd0e6c4a308e94e5f29ba46742d4ee,1,u_CB9H4O32dvT,windows_ie,218.90.164.*,80,82,3,79a8816bf916f6e761143c4f8a826fd,cccf85cfb6f9411a44cde305c2d39d60,null,Finance_GGCX_F_GPJJ_ZQ1,180,600,Na,Na,20,12615,294,20,null,2261,"1,005,710,059,134,960,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,0,9,17a9d9295ce983d66b615df06c06fbfe,1,u_DAL8MP0Sy5y,windows_ie,119.128.38.*,216,233,2,2f151bdf6d749b8a2632a9c46ba0d5ac,b318295c9d6be5e6749c75031d996667,null,2811860812,120,240,FirstView,Na,5,7314,277,109,null,2259,null
0,1,9,17c885bc359a2f19cc6a22e103bfaf53,1,u_CBEL6bDBcv5,windows_ie,60.194.110.*,1,1,2,aedc85a495b5fc0aaa4f5ac9254b7372,31f3ddc6140f58a74f829ddf15de1861,null,3175797632,120,600,OtherView,Na,180,10723,277,180,null,2821,"1,005,710,048,100,590,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,1,17,17fa82021e56871922ccf62f0c917fdc,1,u_D8UIg0EJwgz,windows_chrome,113.224.70.*,40,41,3,dd4270481b753dde29898e27c7c03920,d34ced5ed75e1aa71e91c4b6928f0b89,null,ALLINONE_F_Width1,1000,90,Na,Na,70,10734,294,70,null,2821,"138,001,005,913,496,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,2,17,1923b8c1976c0d052b642e8e330e8f6e,1,u_CAUJND1hfpq,windows_chrome,59.173.99.*,183,184,3,dd4270481b753dde29898e27c7c03920,55c1662e44b8484c0160b88527579281,null,Ent_F_Width1,1000,90,Na,Na,70,10734,294,150,null,2821,"1,005,910,079,100,750,000,000,000,000,000,000,000,000"
1,3,17,1ac484f03454597610d254f8b8d23ee9,1,u_DAOHA2E0xjk,android_safari,223.242.200.*,106,114,null,null,null,null,1,320,50,FirstView,Na,6,11908,277,140,null,2997,null
0,5,15,1bcdfb3aa78a3c40956c4ea3f194ae21,1,u_CAVI9U7cbgE,windows_ie,182.247.23.*,308,319,1,16076f675c38d669d66869a5dd41aba8,40b3780ac1b3ae695c84f02668e8b794,null,mm_10989163_978818_8968536,620,60,FirstView,Na,0,12625,294,51,null,2261,null
0,1,1,1c0bdbd48d029695d51b210292dbedc1,1,u_CBHAKk36aRf,windows_chrome,1.202.68.*,1,1,4,e58b36b2485536a2142e936290991230,5dc5d4fa35f566a49ce55aef99d7fc34,null,9.22E+18,960,90,FirstView,Na,0,10717,294,83,null,2821,"10,057,100,481,005,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,2,21,1c568d6b5de48e8d3f213e5e1305a99d,1,u_VhTAO5ER3c2ylBl,windows_ie,171.34.41.*,134,135,1,trqRTummPvas1m58uG,2539098155ba6c5f17806d43e6b3ec92,null,mm_10058411_2865562_9929053,300,250,2,1,0,e1af08818a6cd6bbba118bb54a651961,238,87,a5d0bde104fea52ea466c77b37948424,3476,"1,003,110,006,130,420,000,000,000,000,000,000,000,000"
0,6,10,1c6473928daba8ae35c95582b2b4e1b5,1,u_CB8BHM87a31,windows_theworld,222.137.140.*,164,165,2,aedc85a495b5fc0aaa4f5ac9254b7372,f5c62f24c03551b02fbf1fb703db55e6,null,3175797632,120,600,OtherView,Na,180,12611,277,180,null,2261,"10,057,100,481,005,900,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,3,8,1cd151a4c6da40afd6ab1097ace4cf12,1,u_6gfYZJz7OeaxkZkhegEsQJR6je86aoR,windows_chrome,60.219.137.*,65,66,1,null,null,null,mm_30232185_2681382_11097976,950,90,0,1,0,c938195f9e404b4f38c7e71bf50263e5,238,85,a3becb967c015e9acb5e72f22b100ef8,3476,"100,061,002,410,063,000,000,000,000,000"
1,1,17,1d8aced4eb98cc172ffbf0d26e26cfc3,1,u_VhkxLibxDoNZlGz,windows_ie,61.190.55.*,106,107,2,trqRTJn7O95I1mKYUV,dd09954e8ae2303bee09fae8d5ce53e0,null,3941545033,250,250,2,0,5,7097e4210dea4d69f07f0f5e4343529c,300,15,361e128affece850342293213691a043,3386,13866
0,0,8,1dc7d09bba3311e95a95f1f654fd92f0,1,u_6gfYZJzROeL4DZ29eOBsGDa6X6RHat,windows_ie,118.118.73.*,276,292,2,trqRTJk4PImf1m58uG,c56984c956a7f14dc477505ca05ad1de,null,11486215,728,90,2,0,5,48f2e9ba15708c0146bda5e1dd653caa,300,56,bebefa5efe83beee17a3d245e7c5085b,1458,"10,057,100,061,386,600,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,1,10,1e3477e1a82ccf28038fc7f43714ab29,1,u_CBGEK8BbaiT,mac_safari,202.107.236.*,94,98,4,b0c0aeeb50f4c7e095aa0f9cb11d88ef,ff020eeec782c7c8316c213d64c8f84e,null,9.22E+18,728,90,FirstView,Na,30,10719,294,31,null,2821,"1,004,810,067,166,610,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,0,21,1e631540817e72eca2cdcab9861f3479,1,u_CBFLDiDGbaH,windows_firefox,60.55.9.*,94,96,4,b842bed838cd1de5c44fbbbc883354b0,57e439633cbbff467d8cfa86d9a29251,null,9.22E+18,300,250,SecondView,Na,0,10722,294,34,null,2821,"138,001,666,110,059,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,0,16,1e9c3fd5c1854555a550d95e1ba51ba5,1,u_6gfYZDn7Oy2y3oL9eOLsQJEHjekZJt,windows_ie,116.252.223.*,238,239,3,31drTvprdN1RFt,328bf2d5756c15ae673cf22a821c0383,null,Edu_F_Rectangle,300,250,0,0,31,00fccc64a1ee2809348509b7ac2a97a5,241,33,b2e35064f3549d447edbbdfb1f707c8c,3427,"10,052,100,831,304,200,000,000,000,000,000,000,000,000,000,000,000"
1,0,14,1ea90981068c5da7493099fe1f1e525a,1,u_VhLxCn5NOqM_G-z,windows_chrome,111.173.12.*,183,184,3,DS9ol5C0gQ27gspy,d173289384614d25443b528305406de5,null,Comic_F_Rectangle,300,250,0,0,50,a499988a822facd86dd0e8e4ffef8532,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,"1,386,611,278,100,770,000,000,000,000,000,000,000,000,000,000,000,000,000"
0,1,14,2025116a5fb336fcbf2ea70c747aae58,1,u_CAPFuW7icSn,windows_ie,219.129.166.*,216,229,1,18119572cb84fa9431f3d329c3094edb,bd9af9a8600d90815400916367332682,null,mm_44889408_4138268_14420079,300,250,Na,Na,0,10722,294,120,null,2821,null
1,2,18,2037257a0ff5863789d48e9c4502b91a,1,u_DANIY0A8zzF,android_safari,111.161.0.*,2,2,null,null,null,null,1,320,50,FirstView,Na,122,11908,277,186,null,2997,null
0,5,14,203affd9f8028c041945d8e4c1f6f8d9,1,u_CARJFw2Ufrn,windows_ie,10.246.113.*,0,0,1,f8f60bfb4cae9f0d7aab668a7ba359b,4c986347be253b346374c13c803d028d,null,mm_46059718_4254558_14406735,640,90,Na,Na,0,12626,294,23,null,2261,"138,001,007,610,075,000,000,000,000,000"
1,5,10,20f052605c3a6413bff0ee71b389b593,1,u_DAQAEL52vxD,android_safari,220.243.7.*,216,217,null,null,null,null,1,320,50,FirstView,Na,104,12987,277,104,null,2997,null
1,1,16,20fbb998ec0af3816ea014e6f6a0ce35,1,u_VhCROJuTPtEWlmf,windows_ie,123.14.100.*,164,165,3,5F1RQS9rg5scFsf,e82e4426e1185cb5f0693345338aacb5,null,News_F_Width1,1000,90,0,0,80,0cd33fcb336655841d3e1441b915748d,254,84,c8758e8658b05bc3a88af7b37bdf0575,3476,"1,005,210,059,100,750,000,000,000,000,000,000,000,000,000,000,000,000,000"
1,2,10,2199b6bdb4e06dbc4004f3bdd2be0e3d,1,u_Vh1_LA5OD8TvlW8,windows_chrome,113.132.122.*,333,334,3,5F1RQS9rg5scFsf,2894177023e3411e2dbb0e9b5186c2cb,null,News_Pic_Width2,960,90,0,0,50,e049ebe262e20bed5f9b975208db375b,254,52,d4fc4aa65f6670f7fea6862f27084fbc,3476,"10,077,100,631,000,600,000,000,000,000,000,000,000,000,000,000,000"
1,6,2,222e87adde4141d2e1ec71c73f2c0140,1,u_VhkrP3x3OQp6wsc,windows_chrome,222.69.40.*,79,79,2,trqRTuFJBT27Fgc,63e07945a1fcacbd54e7d8d2ecc0b3af,null,2640582,300,250,0,0,5,d881a6c788e76c2c27ed1ef04f119544,238,126,d29e59bf0f7f8243858b8183f14d4412,3358,"100,241,380,010,110"
1,2,18,2386cf3932f38cea686b1a720c2398c7,1,u_DANIT18zvya,android_safari,183.141.182.*,94,98,null,null,null,null,1,320,50,FirstView,Na,6,11908,277,6,null,2997,null
0,0,23,240b16ce9821a619a55a9c5edaf1da17,1,u_CB2Lb5FDdhs,windows_ie,221.2.85.*,146,159,4,9e580df5bbabe6a833c2c82aec5d6c9c,b4d9bc2cc12fc74048e3bca702361668,null,9.22E+18,300,250,SecondView,Na,30,10722,294,31,null,2821,10006
1,3,16,246bab09894b5a0c1fa973d4e021fa96,1,u_Vh5hPnT13TqVtbb,windows_ie,220.176.115.*,134,144,2,trqRTv1EXQuYgMKE5SqW,e9d89dc6be0763f8e2f357bef6f11905,null,3151450371,336,280,2,0,5,77819d3e0b3467fe5c7b16d68ad923a1,300,43,bebefa5efe83beee17a3d245e7c5085b,1458,"11,278,100,631,380,000,000"
0,1,4,24702b90af386c305e04b7de039645f2,1,u_CBPF3N8wcOo,windows_chrome,60.4.45.*,3,9,2,dd3cc422449828d6e2b8b8a3a626d54b,b79e8ff98eeaa46dc51ea9d3e83ac38,null,1159235453,300,250,OtherView,Na,5,10722,277,142,null,2821,"100,831,000,610,110,000,000,000,000,000"
0,6,7,265cd46767c30e9407817fa4e55ef0a5,1,u_6gfYZJzROecykQlztgLsGJkAXelHwob,windows_ie,221.234.91.*,183,196,2,kSKbQxFodNmsXMqs5SqfNX,c7166a53d0f47ed57df2ffd218d561c1,null,685592280,200,200,1,0,5,7eb0065067225fa5f511f7ffb9895f24,238,149,b2e35064f3549d447edbbdfb1f707c8c,3427,"100,061,002,413,776"
