click,weekday,hour,bidid,logtype,userid,useragent,IP,region,city,adexchange,domain,url,urlid,slotid,slotwidth,slotheight,slotvisibility,slotformat,slotprice,creative,bidprice,payprice,keypage,advertiser,usertag
0,1,12,4f07b7fe1dfa271e0c4a1ad66bf801d3,1,u_D87A4f2Bacs,windows_chrome,114.250.210.*,1,1,4,1164f4caea2d39bc9dcc8dd22bb0e5c8,c4d60e8226492cb9339af36c495d3e20,null,9223372032560960619,960,90,FirstView,Na,0,10717,294,150,null,2821,"11278,16661,11576,11632,13042,11423,10110,13776,11512,11944,10063,16753,11092,10116,13800,10059,10684,10079,10093,10102,10024,10006,10149,10031,16706,10052,10125"
0,4,18,a657b0629effb22118ff056bef4d3cb9,1,u_Vhk0LxdAPlBy3W8,windows_chrome,121.31.200.*,238,240,1,trqRTvMJgIl7gsz,fbc32738ad59ebc0a63b29f753cb13e5,null,mm_32875384_3406520_10985748,300,250,1,1,0,449a22cd91d9042eda3d3a1b89a22ea8,227,132,0f951a030abdaedd733ee8d114ce2944,3427,"10006,10024,10684,14273,10077,10074,10063,10075,10057,10059,10076,10111"
0,6,3,66772571a87553a7a580cbfda4063874,1,u_Vhk7Z7dAL2kfXM8,windows_ie,124.89.54.*,333,342,1,DFpETuxoGQdcFNKbuKz,37bc2c68e3cee272a14e89dcace6651,null,mm_10024662_3445902_11178345,336,280,2,1,0,77819d3e0b3467fe5c7b16d68ad923a1,300,19,bebefa5efe83beee17a3d245e7c5085b,1458,"10006,10110"
1,6,19,7617aa3e7c11a4322e446ba8a485ab3c,1,u_Vhk7Lw56OQjWtCn,windows_ie,110.6.129.*,27,32,1,trqRTvKoMo1mgMz4JKTI,258ff8bcaf5f41eb3fd0c650da32c5f7,null,mm_17985468_2419255_9381648,300,250,2,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,129,361e128affece850342293213691a043,3386,10063
0,3,17,328b30e7a23e53e54ee8562b77373e98,1,u_DAHA6qDqzxA,windows_ie,112.20.241.*,80,93,1,16076f675c38d669d66869a5dd41aba8,215fa669b6a78f6a67dadf967f70732c,null,mm_10989163_978818_8968536,620,60,FirstView,Na,0,12625,294,94,null,2261,10063
0,3,14,370b44b0dc32c6ba159ac9122cefc017,1,u_VhLyLiuDO62WtGE,android_safari,36.224.31.*,393,393,1,eSKot19-gNb7gspy5SqW,2231023ea45967e7d9336095eb1a4e1b,null,mm_33726324_3429225_11412684,300,250,0,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,100,361e128affece850342293213691a043,3386,10048
0,3,18,ea5fba2ce177d4450b1d424b6971854d,1,u_Vh5hOxN23HKca-l,windows_ie,222.169.130.*,55,63,3,5F1RQS9rg5scFsf,85d8b91a0e74e523447969df5223f15e,null,News_F_Width1,1000,90,0,0,80,832b91d59d0cb5731431653204a76c0e,300,80,bebefa5efe83beee17a3d245e7c5085b,1458,"10063,10052,10006"
0,0,19,17f40f226d339734c9f74b65b85fe630,1,u_VhkRLvM2PZu2aMc,windows_ie,101.16.97.*,3,4,3,31xSTvprdN1RFt,6347258303371f9b6f37419f62455b3b,null,Ent_F_Upright,300,250,0,0,50,a499988a822facd86dd0e8e4ffef8532,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,"10006,10063"
0,1,12,a0f2001eb12e2787ac1c7bcf64d475f6,1,u_DAMCO32IuTx,windows_safari,210.21.206.*,216,219,3,740200eac37181bf76dc01564d6f37a2,3c5ac763614a57d7d2453bc440472d8e,null,ALLINONE_F_Width1,1000,90,Na,Na,70,7336,294,70,null,2259,null
1,0,0,fc688a11976b9cdc9c970f369a6759c5,1,u_VhkRZ6nxPHLWGBk,windows_chrome,123.54.103.*,164,172,1,trqRTuTJBQc7FmMs,81edee9f09c978f3b52bf99c5ae44cf9,null,mm_14300749_2220747_9573579,300,250,1,1,0,00fccc64a1ee2809348509b7ac2a97a5,227,220,b2e35064f3549d447edbbdfb1f707c8c,3427,null
0,0,22,662a4804c7525f893a9d38be0aec6ddd,1,u_VhkR1pxZDNNVGMf,windows_ie,121.18.0.*,3,9,2,trqRTJn7O95I1mKYUV,36d4b31ee271b46c5cb8e19f6f4e2b43,null,3910606381,250,250,2,0,5,7097e4210dea4d69f07f0f5e4343529c,300,15,361e128affece850342293213691a043,3386,13866
0,1,15,24ed0e3a553ee194575be50394c98502,1,u_D7UH4k6Xxn0,windows_ie,14.147.33.*,216,217,1,408045890463bb216b49ca36ef97820,8cd41a762a803311fbbc31ef434f197c,null,mm_11402872_1272384_3182279,300,250,FirstView,Na,0,7323,294,51,null,2259,"10059,10684,10111"
0,3,17,ef8775b06b5f1dff8bbddf0a88c427a4,1,u_VhKnOJqtLlcfeMC,windows_ie,49.114.180.*,374,399,3,DD1SqS9rg5scFsf,8c03de1385212f5e2130f6e654ff3656,null,Auto_F_Rectangle,300,250,0,0,50,e1af08818a6cd6bbba118bb54a651961,254,52,a5d0bde104fea52ea466c77b37948424,3476,"10063,10067,10077,10059,13403,13042,10006,10031,10075,13800,10110"
0,1,13,37ab88e4e65a3cc14a98aae43527262b,1,u_DAMDnM9Szgr,windows_ie,61.147.120.*,80,90,4,2fcb4f6eb4eca83570116df153bcf3f1,3b5fe06e555ba303d4b98e59dc0012a5,null,9223372032560808798,960,90,FirstView,Na,30,10717,294,31,null,2821,null
0,6,23,cea6c4c50af0ae6635be1035701e3a4f,1,u_Vhk7P7SAL2T6Foc,windows_ie,123.152.16.*,94,96,3,31xSTvprdN1RFt,c7fc4d7127e7d49af1b6ababa16b85b1,null,Ent_F_Upright,300,250,0,0,50,00fccc64a1ee2809348509b7ac2a97a5,241,88,b2e35064f3549d447edbbdfb1f707c8c,3427,"10083,10057,10063,10110"
0,2,18,dec72dfe15fc23118ffee93ff18cb48a,1,u_Z0zRLndyPlMvlBa,windows_chrome,101.229.218.*,79,79,3,DD1SqS9rg5scFsf,4736baa2c466e136389382ffa61e6b82,null,Auto_F_Rectangle,300,250,0,0,50,e1af08818a6cd6bbba118bb54a651961,254,212,a5d0bde104fea52ea466c77b37948424,3476,"10031,10059,14273,10063,10006,10057,10083,10110"
0,5,12,e9f77753b7a7edea45206ed364b80bac,1,u_DAJCLHDwyPF,windows_ie,14.212.92.*,216,222,3,740200eac37181bf76dc01564d6f37a2,e19b572ba63984c87b4c4a2002b31674,null,ALLINONE_F_Pop,300,250,Na,Na,70,7323,294,256,null,2259,null
0,6,13,0503f0c6b7c0827f098385166e94a00d,1,u_VhT6P5fRPUlfgbn,windows_ie,220.179.15.*,106,114,3,5F1RQS9rg5scFsf,e6dfa0beda952e3feaebacba500e53b,null,News_F_Width1,1000,90,0,0,80,0cd33fcb336655841d3e1441b915748d,254,84,c8758e8658b05bc3a88af7b37bdf0575,3476,"10031,10057,10083,13403,10024,14273,10059,13042,10074,10048,10063,10052,10006,10110"
1,0,22,5b2e0edae7ff3ce475cf86189fbb4b11,1,u_D9JKR35TyfS,windows_chrome,106.114.177.*,3,4,4,fcc7da72e4d099626cb2dbdbb82b4b25,7b739a4dfb9384e4fefa0685370e1f66,null,9223372032561069219,300,250,SecondView,Na,30,10722,294,62,null,2821,"10059,14273,10076,13042,10006,10024,13866,10110,16706,10052,10133,10063"
0,3,22,e1d31083a9d6ce718c28006ff28cfa11,1,u_Vh1DLupEP99clIc,windows_ie,219.138.108.*,183,190,1,5On-q5uvgN171m58uG,78efe14971c1515dab6c4edcc4289067,null,mm_10024662_3445902_11178359,336,280,2,1,0,dc0998c10f8f0b623b5d949e8272e4c7,227,89,d29e59bf0f7f8243858b8183f14d4412,3358,"10083,10006,10110"
0,0,21,90d3fecd1d380171ba957f2339e965fc,1,u_DAIJmp4VtOq,windows_ie,117.10.154.*,2,2,3,3043163ba84753b4b51dd3290caeae67,7c434583d41e52860092bd313508dbeb,null,News_Width4,1000,90,Na,Na,50,10734,294,50,null,2821,null
0,4,11,6637f4b17fe64de70bba922fae9955cf,1,u_Z0KCLJ2xPIsN3Gj,windows_chrome,110.246.4.*,3,8,3,31xSTvprdN1RFt,9f3688ee27b76c2783544d02086e9d43,null,ALLINONE_F_Width2,1000,90,0,0,50,0cd33fcb336655841d3e1441b915748d,254,52,c8758e8658b05bc3a88af7b37bdf0575,3476,"10031,10052,10006,10059,10063,10083,10110"
0,5,5,3635c695360b2f06146a8800e8174f13,1,u_Vh1D1akSDqd_lbk,windows_chrome,183.219.138.*,134,139,3,ersbQv1RdoTy1m58uG,1a3be06a90da1959d0de50b29ac00d45,null,ALLINONE_F_Width1,1000,90,0,0,70,86c2543527c86a893d4d4f68810a0416,300,70,43f4a37f42a7c5e6219e2601b26c6976,3386,"10063,10083,10057,10110"
0,1,10,1cfd54703bfe1d0da1ea1f0a39eab38a,1,u_VhpdOvTTPHdcQdc,windows_ie,222.218.153.*,238,243,2,31TbqusYj5sbFga4JKn,4b3a6833853638a79c174c8e339ffd08,null,426993709,468,60,0,0,13,2f88fc9cf0141b5bbaf251cab07f4ce7,300,16,361e128affece850342293213691a043,3386,"10006,10059,10031,10063,10048,10076,13042,10052,10075,10093,10083,10024,10110"
0,4,13,1d1ce5421add40149c0b95f7a4ad0736,1,u_VhTLLD5JOU9LaVB,windows_ie,183.27.33.*,216,222,2,trqRTvKaXTKfgg24JKTI,474b08de28b6993101872298a3a835ae,null,2015392487,200,200,1,0,5,82f125e356439d73902ae85e2be96777,300,6,361e128affece850342293213691a043,3386,"10063,10006,10075,13403,10110"
0,2,13,9eda80d150b9271aeec8107bc3c6defa,1,u_VhkyPpmO3lL9ggl,windows_chrome,36.48.0.*,55,56,3,3FKElpuEMusyJqKbuKz,60f2788ef76c69dc9bc7a1a0b0fa2540,null,Fashion_F_Width1,1000,90,0,0,20,832b91d59d0cb5731431653204a76c0e,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,10057
1,0,21,1dfae0b27e0649bdebb1a2d00dcd6fd5,1,u_Z0Tz1n1r3HNTDbn,windows_ie,123.152.229.*,94,96,3,3FF-e59aG5syJqKbuKz,d618299dd432a682b9e6beb7ed398788,null,Finance_F_Rectangle,300,250,0,0,50,e1af08818a6cd6bbba118bb54a651961,254,147,a5d0bde104fea52ea466c77b37948424,3476,"10684,10052,10031,14273,10006,10059,13403,10057,10083,10063,10110"
1,2,21,437bbed5a9c1830a199e782f905899ea,1,u_Vhky16nyPTdLkQB,mac_other,223.21.227.*,1,1,1,trqRTvNNQIj7gspy,bdf36944310d166afefef12ea62f9c80,null,mm_12987374_1803472_13162557,728,90,0,1,0,48f2e9ba15708c0146bda5e1dd653caa,300,65,bebefa5efe83beee17a3d245e7c5085b,1458,null
0,6,23,f897c0ea103523b82c1b9aa0ba6a7d67,1,u_Vh2rLAF13T8fGWj,windows_chrome,113.235.240.*,40,42,3,5F1RQS9rg5scFsf,5574c4944c8fbd9a6c754452a1962b7f,null,ALLINONE_F_Width1,1000,90,0,0,70,d01411218cc79bc49d2a4078c4093b76,241,77,b2e35064f3549d447edbbdfb1f707c8c,3427,"10083,10052,10031,10063,10006,14273,13403,10110"
0,2,19,327fc908955b5ee3ddac03f503accbc6,1,u_VhkyLeKk3ZdV3Cc,windows_ie,116.227.182.*,79,79,3,5F1RQS9rg5scFsf,d4d6b51a0f51c41702fd54a92fe74d90,null,News_F_Width1,1000,90,0,0,80,86c2543527c86a893d4d4f68810a0416,300,80,43f4a37f42a7c5e6219e2601b26c6976,3386,"10006,10063,13403"
0,4,0,9e0039b6bc0e1c43ec8e6663e780dfbd,1,u_Vh5_Zi28361ZuYC,windows_ie,114.39.51.*,393,393,3,3SCYZrn0Qo18XMB4JKTI,c86f9d3be273a7fba6e7f91598c83572,null,discuz_18316225_004,728,90,0,0,20,b90c12ed2bd7950c6027bf9c6937c48a,300,20,43f4a37f42a7c5e6219e2601b26c6976,3386,"10024,10063,10006,13866"
0,6,16,844930b1e5bbab358d7f92599b3fe980,1,u_Vhk7PRTpPvT6wgL,windows_ie,113.200.83.*,333,334,1,trqRTupUGT5h1m58uG,c506e9435f096f8062ebd1d9dc637d83,null,mm_11835405_2987345_10526522,728,90,0,1,0,4b724cd63dfb905ebcd54e64572c646d,227,67,b2e35064f3549d447edbbdfb1f707c8c,3427,null
0,6,13,6a57f1635d8a520dda5bdb0160b7a451,1,u_DAKDP12SuWC,windows_ie,14.125.111.*,216,216,2,2510eb8b82d335543824a64b80ea473,fcd27198ef1e0487b7307cb53687129d,null,2596535810,728,90,FirstView,Na,5,7330,277,17,null,2259,null
0,2,11,5075bd7abd91748deaa074c6b1e476a9,1,u_D9G8pR0qx~t,windows_chrome,221.2.168.*,146,156,1,9492f770d53d46dd93e2b5d9f8d67b8b,a412e4082c6055230bb16c31ffe4a7c3,null,mm_11498379_1313069_13514883,336,280,Na,Na,0,10720,294,281,null,2821,"10048,10093,10083,10006,13866,10110,13403,10063,10116,10125"
0,3,18,3ebfc6d3729267f75aaf6618a974e37b,1,u_VhTVPrd3DlpvMhB,windows_chrome,221.216.104.*,1,1,3,31xSTvprdN1RFt,5458d0fedc4285d1e0660e4f7a2adcba,null,ALLINONE_F_Width2,1000,90,0,0,50,0cd33fcb336655841d3e1441b915748d,254,52,c8758e8658b05bc3a88af7b37bdf0575,3476,"10048,10031,10057,10006,10063,10083,10059,10110"
1,4,15,d1445b6e84af6365bea54cd02f618c47,1,u_DAPFn0CWxVv,android_safari,118.239.1.*,201,208,null,null,null,null,1,320,50,FirstView,Na,45,12782,277,140,null,2997,null
0,4,20,bee3a2b270e3eedf64529cf80118490c,1,u_Vh5_LndTPoMUwCc,windows_ie,222.240.182.*,201,202,1,trqRTJB8XN1N1m58uG,25b27823ac7fa8dda0f26ca9cb4fef20,null,mm_11029759_2321526_9741081,950,90,2,1,0,fa8f0532dd5144b5fa748459e8d90b49,227,89,0f951a030abdaedd733ee8d114ce2944,3427,"10063,10006,10110"
0,4,0,dbbe931abf07c97dec494587900fcafc,1,u_Vh5_ZACrDQqHq-c,mac_other,112.226.143.*,146,148,1,trqRTup0gQl7gspy,3a00bb62fa343569fad23ec2689a83cf,null,mm_32045550_3152709_10441704,300,250,0,1,0,911b2d84826786018761e8c0b0a3a60c,227,146,d29e59bf0f7f8243858b8183f14d4412,3358,null
0,6,10,8daa40c5e03bdc9af2ed8ac9591a4161,1,u_VhT2Oed2OeLfJZL,windows_chrome,113.227.22.*,40,42,2,trqRTuMvjTN7X9KbuKz,ad092164504587a096f9473b710a446d,null,1074451248,728,90,0,0,148,b90c12ed2bd7950c6027bf9c6937c48a,300,148,361e128affece850342293213691a043,3386,"13866,10063,10006,13800"
0,6,1,17c64b1e0a9c0a308a70313d41645901,1,u_Vhk7ZkuiLHKZgoB,windows_ie,220.166.25.*,276,282,2,null,8d672d748ae5b75cfcb0dc4154593093,null,376708980,728,90,0,0,4,48f2e9ba15708c0146bda5e1dd653caa,300,40,bebefa5efe83beee17a3d245e7c5085b,1458,"11724,10067,10111"
0,1,0,ec3ef07da2f8ec39ea5a55fa1f4b8958,1,u_VhkR1D29PNscGGf,windows_ie,120.206.251.*,134,144,1,3FF-e59aG5s0JmE4JKTIqxM_,6b0da7cbe82d84888471b0a8c0812aca,null,mm_33726324_3429225_11100772,300,250,255,1,0,d881a6c788e76c2c27ed1ef04f119544,227,75,d29e59bf0f7f8243858b8183f14d4412,3358,10006
0,6,0,242f12244e267dd142e49333a8c0813e,1,u_Vhkr13So3ZL8BoB,windows_ie,116.76.197.*,216,219,1,trqRTvFRLpscFU,1cd763779504e2ce7082fd9f06d01130,null,mm_10027070_2459574_9659312,160,600,2,1,0,cb7c76e7784031272e37af8e7e9b062c,300,15,bebefa5efe83beee17a3d245e7c5085b,1458,"13866,10111"
0,0,7,69dfcd99a93c9d81a06ba437606ff9ab,1,u_VhkRVrn8OHFZgsL,windows_ie,114.26.160.*,393,393,3,3SCYZrn0Qo18XMB4JKTI,613346daf7f86e4e7db34affe4d8753e,null,discuz_18316225_004,728,90,0,0,20,b90c12ed2bd7950c6027bf9c6937c48a,300,20,43f4a37f42a7c5e6219e2601b26c6976,3386,null
0,4,17,3f1f1682ebe669f70c728cef43d88b16,1,u_Vh5_Lim6OTMTJMb,windows_ie,101.65.250.*,94,97,3,5F1RQS9rg5scFsf,7014262bf8a8ac3065d587c08c444425,null,tips_F_Rectangle1,300,250,0,0,70,44966cc8da1ed40c95d59e863c8c75f0,300,70,43f4a37f42a7c5e6219e2601b26c6976,3386,null
0,0,18,3e2ebbf17e756f7370f608d9d47bea42,1,u_DAH9_25WvPR,windows_ie,60.166.103.*,106,107,3,3043163ba84753b4b51dd3290caeae67,cb3e2f874a499c4d54e8ec1f19eee2b7,null,ALLINONE_F_Width1,1000,90,Na,Na,70,10734,294,98,null,2821,10083
0,3,17,96d12f1a88626ab4fc2fb27acaa9cd4a,1,u_VhKDO3xAO8bWgWB,windows_chrome,117.40.118.*,134,135,2,trqRTuMvjTN7X9KbuKz,3196eb52f356ff9f1999a75a87602092,null,127598132,728,90,0,0,133,48f2e9ba15708c0146bda5e1dd653caa,300,133,bebefa5efe83beee17a3d245e7c5085b,1458,"10063,10059,10076,10083,10006,10110"
0,1,10,c734c14c866413802bdf696c9b37a20f,1,u_Z0KpOa1dDe5bFMl,windows_ie,60.221.224.*,15,25,3,ersbQv1RdoTy1m58uG,3a9886320347ec57931f2d3bb99c75a4,null,Sports_F_Rectangle,300,250,0,0,50,a499988a822facd86dd0e8e4ffef8532,300,240,bebefa5efe83beee17a3d245e7c5085b,1458,"13678,10083,10006,10063,10111"
0,0,20,62b1722203f01dd24297d6ebc81d3938,1,u_ZYF2VxLrL6MNgsc,windows_ie,110.247.111.*,3,14,3,5F1RQS9rg5scFsf,254ecf44d37a2fd7f68a3e40f7ecbd12,null,News_F_bottom_Width,1000,90,0,0,31,0cd33fcb336655841d3e1441b915748d,254,31,c8758e8658b05bc3a88af7b37bdf0575,3476,"10102,10063,10031,13776,10024,10057,10075,13403,13042,10006,10067,10083,10110"
0,6,14,26ea9499a10d734f32d4746572d49048,1,u_VhkE16Ml3lTZJYz,windows_chrome,235.151.194.*,0,0,2,DFpETuFygZl7gspy,59a5e2f6c8251e495131cdda314b72d4,null,339631318,250,250,0,0,16,c936045d792f6ea3aa22d86d93f5cf23,238,21,d29e59bf0f7f8243858b8183f14d4412,3358,"10063,14273,10083,10110"
0,4,12,417f600e955474eca8a6f457baad9fa6,1,u_VhddOkNEPTfIFdf,windows_chrome,125.125.50.*,94,99,3,5F1RQS9rg5scFsf,de2e19c90f32635cb3043bd8acf68a0e,null,News_F_Width1,1000,90,0,0,80,832b91d59d0cb5731431653204a76c0e,300,80,bebefa5efe83beee17a3d245e7c5085b,1458,"13866,10059,10063,10052,10083,10075,10057,10006,10111"
0,3,11,5a56b65e5cf3494cebaed546b358b924,1,u_VhnrORsGDyuNJ-c,windows_ie,219.149.213.*,55,56,1,trqRTuxoMTsowhkW5SqfNX,32e1381fdf84cc582e3abae250352ef6,null,mm_34018252_3435450_11130773,300,250,2,1,0,e1af08818a6cd6bbba118bb54a651961,238,38,a5d0bde104fea52ea466c77b37948424,3476,"10006,10063,10059,10110"
1,1,14,c73b1564c00ffbc754a3b3819607ff88,1,u_Vh2SC3TvLTR9QMn,mac_other,117.14.91.*,2,2,1,trqRTvFRLec7gspy,7b970a030664653f78be2a6d04f8a334,null,mm_10006435_107390_10067088,300,250,0,5,0,44966cc8da1ed40c95d59e863c8c75f0,300,166,361e128affece850342293213691a043,3386,"13866,10063,10111"
0,3,20,17d32bc9f0b4d23d9ca833e29553fbe4,1,u_Vh5hL7nIP2NO3gl,windows_ie,1.59.244.*,65,73,2,trqRTv1EXQuYgMKE5SqW,dcbaabd7279e6992ff1d17d9ee3b5a99,null,1869506056,728,90,1,0,5,7184c9560e68e977187e67e45a4f3198,238,40,0f951a030abdaedd733ee8d114ce2944,3427,null
1,1,21,0562a59333cb9665e3298d4beeac1126,1,u_VhTHPxdyPeL8gIB,windows_chrome,117.31.93.*,124,124,2,trqRTv14g9KI1m58uG,c3befd84ffa3a17e02a87225018f28ba,null,714980002,160,600,1,0,5,80a776343079ed94d424f4607b35fd39,249,47,aa4976c67db0f076c563a29f6697928b,3476,"13042,10063,14273,10006,10057,10075,10076,10052,10110"
0,2,12,ecffb4f7aaa26daaa60b0e77df9e003c,1,u_DAMG6ICGbOK,windows_ie,120.128.6.*,333,334,3,740200eac37181bf76dc01564d6f37a2,46f0e594f25636cea8248b8a2de32c91,null,ALLINONE_F_Width1,1000,90,Na,Na,70,10734,294,70,null,2821,"10006,10110,10063"
0,5,0,8ac6aa43201b2f34a2fdc02759e74c45,1,u_Vh5zZApiLt8hgWf,windows_chrome,113.97.20.*,216,219,2,null,14813226981bea2d88d5a25b72bd895b,null,668894026,300,250,2,0,5,449a22cd91d9042eda3d3a1b89a22ea8,238,5,0f951a030abdaedd733ee8d114ce2944,3427,null
0,0,21,a5cffa03b58c7870733aff6301deb03f,1,u_Vh2yP5dU3Zk8B-j,windows_chrome,60.10.69.*,3,13,3,3FKElpuEMusyJqKbuKz,f57c0ebc82f40a9e1c8d5eb3a0502ac0,null,Fashion_F_Width1,1000,90,0,0,20,832b91d59d0cb5731431653204a76c0e,300,20,bebefa5efe83beee17a3d245e7c5085b,1458,"10052,10063,10077,14273,10057,10083,10076,10006,10111"
1,3,22,c27b6e0fcb5bd3f67eb5543786be069e,1,u_Vh5h1e2yOTchubl,windows_chrome,171.208.174.*,276,284,1,trqRTvpogNlyDok4JKTI,55dba965a2aec9d3942840896bac348d,null,mm_10032051_2374052_9433729,300,250,1,1,0,911b2d84826786018761e8c0b0a3a60c,227,119,d29e59bf0f7f8243858b8183f14d4412,3358,null
0,5,10,3e10cc3c7e8e32567d4e78b1a7a42350,1,u_VhTDL6qH3t2Iuma,windows_chrome,101.18.100.*,3,9,3,31xSTvprdN1RFt,575787118f246d690223fd5a3ffdc710,null,ALLINONE_F_Width2,1000,90,0,0,50,86c2543527c86a893d4d4f68810a0416,300,50,43f4a37f42a7c5e6219e2601b26c6976,3386,"10059,10083,13866,10063,10057,10006,10110"
0,6,13,f6f9d6267479b022deef91fc6706a11d,1,u_DAKD_80vxrc,windows_ie,119.140.33.*,216,236,3,1917c30ed06580695f90b5d1033d3d,9b2bbaeb35185b8db7fec2532fe1751b,null,discuz_18316225_004,728,90,Na,Na,20,7330,294,20,null,2259,null
0,5,0,4ecd96da70565f0e2434746da69659d7,1,u_VhdVV3xn3tKLjMB,windows_chrome,110.153.44.*,374,381,3,3FKElpuEMusyJqKbuKz,7ff5dce79b121fead11b47c3783897de,null,ALLINONE_F_Width1,1000,90,0,0,70,0cd33fcb336655841d3e1441b915748d,254,73,c8758e8658b05bc3a88af7b37bdf0575,3476,"10006,10063,10083,10031,10059,10110"
