click,weekday,hour,bidid,logtype,userid,useragent,IP,region,city,adexchange,domain,url,urlid,slotid,slotwidth,slotheight,slotvisibility,slotformat,slotprice,creative,bidprice,payprice,keypage,advertiser,usertag
1,5,9,7587134dcfd99d1cb005bfdaaacca4b4,1,u_DAQ970BCtxB,android_safari,59.53.183.*,134,135,null,null,null,null,1,320,50,FirstView,Na,198,12987,277,198,null,2997,null
1,3,18,52f29e1e403f6f022764fe9f5c85015e,1,u_DAOIb7CwvbZ,android_safari,113.106.102.*,216,220,null,null,null,null,1,320,50,FirstView,Na,37,11908,277,37,null,2997,null
0,6,12,77eabd00d5dc2ae6ecf28cd7afbfcda8,1,u_VhdCOk113USZjob,windows_firefox,111.161.26.*,2,2,3,5F1RQS9rg5scFsf,a69284cd2352b634b0c5c4386ba0d917,null,News_F_Width1,1000,90,0,0,80,d01411218cc79bc49d2a4078c4093b76,241,88,b2e35064f3549d447edbbdfb1f707c8c,3427,"14273,10083,13800,10006,13403,10077,10052,10059,10063,10057,10024,10075,10110"
0,1,15,11182031f5fd164edc5f9feb7663f3bd,1,u_VhppLakyOlcfw-c,windows_ie,122.235.177.*,94,95,3,5F1RQS9rg5scFsf,ebc1383f07c5c9bee4e61379cbf7865,null,ALLINONE_F_Width1,1000,90,0,0,70,d01411218cc79bc49d2a4078c4093b76,241,77,b2e35064f3549d447edbbdfb1f707c8c,3427,"10024,10075,10006,10063,13403,10076,10110"
0,5,18,729395034c40f2f20ab748a0b7377313,1,u_Vh5zL5dH3Uf9Q-a,windows_ie,110.241.86.*,3,4,1,trqRTuqUGZc7gsk,b1244d82ae90d86e5c4def950088ab0a,null,mm_12062233_2267501_10873713,160,600,0,1,0,cb7c76e7784031272e37af8e7e9b062c,300,61,bebefa5efe83beee17a3d245e7c5085b,1458,null
0,4,17,c0250de7e5cca857d516f0000cf800ab,1,u_DAPHbT4nu4~,android_safari,116.1.12.*,238,241,null,null,null,null,1,320,50,FirstView,Na,16,12782,277,16,null,2997,null
0,1,4,7d567ba9ef961323accc743115672737,1,u_VhkxVAqZPHTCesE,mac_firefox,153.18.148.*,0,0,3,DDTSQuf0MTTNaqKIvMpENpn,a700f0027f537997c712beda403b1693,null,Astro_Width2,960,90,0,0,20,011c1a3d4d3f089a54f9b70a4c0a6eb3,300,20,43f4a37f42a7c5e6219e2601b26c6976,3386,"10006,10063"
0,3,18,be0ab52632391520b7f94059d89298f5,1,u_VhkrPidPO82sDbn,windows_chrome,110.191.9.*,276,277,3,5F1RQS9rg5scFsf,5ed614acfde45c685ffd1ae3224e6725,null,ALLINONE_F_Width1,1000,90,0,0,70,0cd33fcb336655841d3e1441b915748d,254,73,c8758e8658b05bc3a88af7b37bdf0575,3476,"10031,13042,13866,10063,10059,13403,10006,10110"
1,0,22,e988232d9ba377dd9d0725d9a5d3ffbc,1,u_D5BNIBFIcha,mac_safari,115.213.223.*,94,105,3,dd4270481b753dde29898e27c7c03920,4a877e30d0e6ec3d66d73e2f22c14122,null,Ent_F_Upright,300,250,Na,Na,50,10722,294,178,null,2821,"10057,10059,10684,14273,10077,13042,10083,10006,10024,10031,10111,10126,10052,13403,10063,10116"
0,1,21,93e1badca6d08cff737670d1278e8a60,1,u_VhkxLk1-PQdvXOc,windows_ie,59.58.251.*,124,132,2,trqRTvTvMNuo1m54,6514f6e756d441b377bc57b1b0b6151e,null,853289003,250,250,1,0,5,7097e4210dea4d69f07f0f5e4343529c,300,135,361e128affece850342293213691a043,3386,"10063,10048,10031,10006,10110"
1,3,13,17c56976f63b3930fb91d73ad4bd5ec1,1,u_DAODgWD6vRB,android_safari,58.212.177.*,80,81,null,null,null,null,1,320,50,FirstView,Na,84,11908,277,140,null,2997,null
0,0,11,304c47547545e88ec28a10d76efae890,1,u_VhK2139Z3tKvkGb,windows_chrome,218.10.86.*,65,66,2,5F1RQS9IXqxo1m58uMpEN0,58c47a10a7a83835e667eb05fc83e730,null,2647032722,300,250,0,0,40,d881a6c788e76c2c27ed1ef04f119544,238,47,d29e59bf0f7f8243858b8183f14d4412,3358,"10075,10059,10006,10079,13403,10063,10024,10083,10111"
1,4,0,dc87e3dc854174b9c6b52013e51f3bad,1,u_Vh5_ZAp5Dcl4qOk,windows_ie,218.65.219.*,238,248,1,tFKETuqyMo1mjMp45SqfNX,f101e608cd3765a71e9e4a63b81857c7,null,mm_11402872_1272384_11256666,300,250,1,1,0,911b2d84826786018761e8c0b0a3a60c,227,95,d29e59bf0f7f8243858b8183f14d4412,3358,10684
1,3,18,f931d66258a0f2a1719f610965ade637,1,u_D6FKMX74Cm7,android_safari,182.99.70.*,134,145,null,null,null,null,1,320,50,FirstView,Na,6,11908,277,6,null,2997,null
0,5,17,2eab2449ef45777743fe5fe1097ecd24,1,u_DAKG_A6Cu7U,windows_ie,114.138.110.*,298,299,1,f114cf19797910aab3e3e7777fd373b0,d80d17276a6e130f2cb2c18e6e64912c,null,mm_12789341_2159590_9267276,200,200,SecondView,Na,0,12616,294,73,null,2261,"11278,13800,10684,10024,10111,10133,10063"
0,1,20,2fa13d712a2de3fe60aa1f4f007f2cef,1,u_DAMKu138v0u,windows_chrome,111.37.7.*,146,163,4,49ddacc1ec7db7940a48604f06b545b7,82c9d70b9d5347f83f4b11f7227e03f4,null,9223372032559980010,300,250,SecondView,Na,0,10722,294,22,null,2821,null
1,3,14,41b1561adad18d8cfad8f6e50f996bae,1,u_Vh5hP5pTLQbfes8,windows_ie,222.80.155.*,374,382,3,5F1RQS9rg5scFsf,7c1e2590d939f5cc5a585554edfaae3c,null,ALLINONE_F_Width1,1000,90,0,0,70,c46090c887c257b61ab1fa11baee91d8,241,77,0f951a030abdaedd733ee8d114ce2944,3427,"13042,10006,10063,10110"
0,5,17,2749b811ae0ba887c82db7ab89d775ec,1,u_Vh5zLnl9OZMOtoc,windows_chrome,123.235.192.*,146,148,3,31xSTvprdN1RFt,aa1a6bec664f6890c46b49f0efdc5b24,null,ALLINONE_F_Width2,1000,90,0,0,50,832b91d59d0cb5731431653204a76c0e,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,"13403,10063,10006,11944,10048"
0,6,7,8425e79f49a4eb5a5c2cd928ce65e15a,1,u_VhT3Cpa7LeTODIb,windows_chrome,111.127.65.*,27,29,3,31xSTvprdN1RFt,3342ea65ed07330d0f1f5fe4421f51ef,null,Ent_F_bottom_Width,1000,90,0,0,20,d01411218cc79bc49d2a4078c4093b76,241,22,b2e35064f3549d447edbbdfb1f707c8c,3427,"10006,10063,10031,13042,10110"
0,0,10,1cb972a16e64d948db9fbd2508dd0faf,1,u_Z0KVLwax3tdNadb,windows_ie,110.153.18.*,374,381,1,trqRTuxoMTMIFYk4JKTI,baad7f7594bf5fa47a62213bc6fe48b7,null,mm_33642060_3423470_11088968,300,250,2,1,0,d881a6c788e76c2c27ed1ef04f119544,227,55,d29e59bf0f7f8243858b8183f14d4412,3358,"10063,10076,10048,10024,10077,10059,10006,10075,10079,10110"
0,3,23,32079b541979e0c74a974381efbc5d4f,1,u_Vh5h1wqOO9KLlOa,windows_ie,110.152.104.*,374,375,3,5F1RQS9rg5scFsf,5ecc1b7086333f5b0b034c32c8e6867c,null,News_F_Width1,1000,90,0,0,80,a10c31a8ff5f42930b4c34035e523886,241,88,d29e59bf0f7f8243858b8183f14d4412,3358,10006
1,4,11,ddbb5f9a9eaa4dd386b427ff76ce36a8,1,u_ZYMnC5TrOTjWGU,windows_ie,175.150.90.*,40,54,3,ersbQv1RdoTy1m58uG,c229671a40842962a9e5527f05444daa,null,ALLINONE_F_Width1,1000,90,0,0,70,c46090c887c257b61ab1fa11baee91d8,241,77,0f951a030abdaedd733ee8d114ce2944,3427,"13042,10083,10063,10006,10110"
1,1,15,66310ff814ab94be6528e1f71aaeaebb,1,u_D9EDVhDIsQv,windows_ie,222.215.107.*,276,291,4,9dc20a06bccca78dd1988f9aba197621,7b9f6a720baf8b192d6675ffaf1f1e01,null,9223372032559951332,960,90,FirstView,Na,30,10717,294,31,null,2821,"10057,10063"
0,5,13,608045bfd0f3a2b84bf5028d87b076db,1,u_Vh5zO3sVOZNPtol,windows_ie,49.66.124.*,80,82,2,null,2a230d22d6725b124714a01f5ba6359,null,3798717662,250,250,2,0,4,2abc9eaf57d17a96195af3f63c45dc72,300,4,bebefa5efe83beee17a3d245e7c5085b,1458,"13866,10024,10111"
0,3,0,8428c9c0a99d98ac4c0d0b80d6d89f0c,1,u_VhzrLaqYOZmH3hz,windows_ie,116.22.252.*,216,217,2,tKFXe19-gINEJ9KbuKz,8caf703a37e1430a137807072329f407,null,4275057196,160,600,2,0,5,80a776343079ed94d424f4607b35fd39,249,42,aa4976c67db0f076c563a29f6697928b,3476,"10063,13403,10057,10006,13776,10083,10052,10110"
0,6,11,28b6b20557a5ce770fc0fbdbf2f15ce6,1,u_Vh13L358OUSvqsf,windows_ie,123.131.42.*,146,153,3,31xSTvprdN1RFt,8dd142fa4bc566aa470b4c63e3da3d68,null,Ent_F_Upright,300,250,0,0,50,a499988a822facd86dd0e8e4ffef8532,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,"10057,10052,10048,10006,10063,10111"
0,6,20,85b1fcfbf0f0590a980e8a5729c590a8,1,u_Vh1LZnTS3HCIGd8,windows_chrome,180.126.153.*,80,89,3,3FF-e59aG5syJqKbuKz,da202d8a7527fc809c67ad62869a40cf,null,tips_F_Rectangle1,300,250,0,0,70,a499988a822facd86dd0e8e4ffef8532,300,70,bebefa5efe83beee17a3d245e7c5085b,1458,"10006,10057,10063"
0,6,4,5685fcfe02f03dbac565b596aa762461,1,u_Vhk7Vis6LTdL3Mb,windows_chrome,183.24.219.*,216,235,3,3SCYZrn0Qo18XMB4JKTI,e7d7eaaf5ed0b562aa62eb0a8ca52cd6,null,discuz_18316225_005,728,90,0,0,20,59f065a795a663140e36eec106464524,254,21,f4a09c06b67d0fcce088ee6e86ca052a,3476,"10006,10057,13403,10063"
0,2,1,853a198b229cce69157917f7b951dd80,1,u_Vh1L15mNDNdPQWb,windows_chrome,110.84.10.*,124,126,3,3SKoteC0gQ27gspy,c713bf432fdecd07c69facd732229be1,null,Game_F_Upright,300,250,0,0,20,44966cc8da1ed40c95d59e863c8c75f0,300,20,43f4a37f42a7c5e6219e2601b26c6976,3386,"10063,10006,10057,10076,13403,10110"
1,0,11,c34b2b4b0214c1b0424949bec76840fe,1,u_VhdiO3FuLtCIgQB,windows_ie,125.32.234.*,55,57,3,5F1RQS9rg5scFsf,cf9ab7e7b363a425a6f470bd6f30aebc,null,News_F_Rectangle,300,250,0,0,80,e1af08818a6cd6bbba118bb54a651961,254,84,a5d0bde104fea52ea466c77b37948424,3476,"10048,10052,13042,10031,10059,14273,10083,10093,10057,10006,10024,10076,13403,10075,10063,10684,10110"
0,5,10,16b2b5c20edede152aaf1f8348e31cb2,1,u_DAPJ_tDNvXl,windows_chrome,183.71.79.*,275,275,1,f7b4f217ffc9ee3bd9a3493b0d70355e,52bb47ae97f4f42d18bd3424d2533540,null,mm_14149469_2225536_13238633,160,600,Na,Na,0,12613,294,14,null,2261,null
0,4,11,233805ea522bd211915c6e789814bc40,1,u_Z0T6CD1UOldoggB,windows_ie,58.216.218.*,80,84,1,trqRTJkrBoq7JsNr5SqfNX,86a8b6bfdcbd3e6ff5991efb14f9b468,null,mm_34022157_3445226_11175096,336,280,2,1,0,ff5123fb9333ca095034c62fdaaf51aa,300,34,361e128affece850342293213691a043,3386,"13866,10063,10006,13042,13800,10031,10075,10110"
0,6,23,b47f7e92613e870b130cc784209e3785,1,u_VhT1C3syOcFCqma,android_safari,14.145.144.*,216,217,1,trqRTuSJM9uIgMKEu1EWNxup,16bca3b42e86c4f2abb5a7635c5a3c7f,null,mm_22970266_3169476_11101956,950,90,2,1,0,23d6dade7ed21cea308205b37594003e,227,107,b2e35064f3549d447edbbdfb1f707c8c,3427,10077
0,5,20,41e9648bbca02eee45e62e07ed27d476,1,u_VhpVO7pOOtT6DOE,windows_chrome,222.71.233.*,79,79,2,kK9SQpuado1-gM5E5SqfNX,cf80ded286530a370fbe28c4870a5bbb,null,591954711,728,90,2,0,5,b90c12ed2bd7950c6027bf9c6937c48a,300,52,361e128affece850342293213691a043,3386,"13866,14273,10063,10006,10057,10111"
0,6,20,e42576d67d938736179ccba0d85fca54,1,u_Vhk7LrKHLtdZloB,windows_theworld,113.231.71.*,40,52,2,kK9SQpuado1-gM5E5SqfNX,5808d8082a47eacbb49e6b14e1a20589,null,591954711,728,90,2,0,5,48f2e9ba15708c0146bda5e1dd653caa,300,30,bebefa5efe83beee17a3d245e7c5085b,1458,null
0,4,19,13e30a7fa3f03e4e52128a8be68a58bd,1,u_Vhd2Lkpo3lMcaZk,windows_ie,49.75.120.*,80,85,2,DSxXte1JdN1RFt,56ba4faff79cca101c2c7baed4189b1f,null,486931889,336,280,2,0,5,f65c8bdb41e9015970bac52baa813239,249,76,9be83422522025c09a44593ecd1af8ca,3476,"10076,10031,10048,10059,11944,10063,13042,10052,10006,14273,10075,10110"
0,2,18,2af6a7478e6dbc9783f61e5abd414016,1,u_VhkE1AdkO4McBdC,windows_chrome,113.78.43.*,216,233,1,null,null,null,mm_30232185_2681382_11197079,950,90,0,1,0,fa8f0532dd5144b5fa748459e8d90b49,227,74,0f951a030abdaedd733ee8d114ce2944,3427,10006
1,3,16,6b782b011f212edf3ea414128d3b899c,1,u_D7NCHkE1wGU,windows_ie,180.141.27.*,238,239,2,aedc85a495b5fc0aaa4f5ac9254b7372,d619e14a20492092cc4ec750073b8950,null,3175797632,120,600,OtherView,Na,180,12611,277,180,null,2261,"10057,10048,13800,10059,14273,10079,10077,10075,10074,13042,10083,10102,10024,10006,13866,10149,10110,10031,10131,10126,13403,10063,10116"
0,2,15,cfafe7d06dc9cc9495502cff50d6a241,1,u_VhT61um2OvqTkZb,windows_chrome,140.240.77.*,253,254,1,trqRTuNyjqKIJgB4JKTI,e067c1d22c0504d6f97990da1f087291,null,mm_32538462_3424141_11252014,300,250,0,1,0,e1af08818a6cd6bbba118bb54a651961,238,91,a5d0bde104fea52ea466c77b37948424,3476,"13866,10074,10052,10048,10063,10006,10024,10083,10031,10059,10057,10110"
0,4,13,bf6a9e929848a58e016ac6d6b58ee186,1,u_Vh1CPrTvDec8GOz,windows_ie,87.109.94.*,0,0,1,tA1El6k0Boq7JsNrvKmAqxMzmw,9be5e28f0dde26ad6aa647330b75bdfd,null,mm_30232185_2768107_11226922,300,250,0,5,0,e1af08818a6cd6bbba118bb54a651961,238,96,a5d0bde104fea52ea466c77b37948424,3476,"10006,10110"
0,3,16,3aece4316ecaf525993fcd5c87a313d1,1,u_Z0KdVyzx3Hj4GoL,windows_ie,117.81.86.*,80,85,2,trqRTu1WXIFf1m58uG,d162641aec6507af698b931623b648de,null,1834525417,300,250,2,0,5,44966cc8da1ed40c95d59e863c8c75f0,300,140,361e128affece850342293213691a043,3386,"10006,10063,10076,10111"
0,6,10,060a3fefa34e25b211c60efcb349a049,1,u_D8L0PI3czvs,windows_chrome,119.123.193.*,216,219,1,20fc675468712705dbf5d3eda94126da,9ff2fd02effe600b249931380ede19f6,null,mm_10982364_973726_8930541,300,250,FourthView,Na,0,7323,294,201,null,2259,"10083,10006,10110,13776,16753,10063"
0,3,7,2ab44807d0f8f8e0b0e2e1d8b59412a3,1,u_Vh5hV7xAO424XGn,windows_chrome,182.107.201.*,134,142,3,3FKElpuEMusyJqKbuKz,ef281c49c68698c640800b91e6c456d8,null,Fashion_F_Width1,1000,90,0,0,20,c46090c887c257b61ab1fa11baee91d8,241,22,0f951a030abdaedd733ee8d114ce2944,3427,"10059,10083,10057,10052,10006,10110"
0,6,14,16d7802ec30ee3ad09a95c5f50513265,1,u_Vh12OkFiOQMUBoC,windows_ie,124.129.18.*,146,148,1,trqRTJkrBoq7JsNr5SqfNX,9fcace4f3c4d46796c408a3006e27f01,null,mm_34022157_3445226_11175100,336,280,2,1,0,f65c8bdb41e9015970bac52baa813239,238,91,9be83422522025c09a44593ecd1af8ca,3476,"10083,10059,14273,13403,10006,10048,10075,10063,13042,10067,10031,10052,10110"
0,0,0,e12a34b00e592b07e20f7f3ddc2795e2,1,u_Vhk71vqwOyLW3hC,windows_chrome,58.39.214.*,79,79,1,5F1RQS9NQo5W1m58uMpEN0,da38be2a9140c0c76a56886809a1f028,null,mm_31970140_3492354_11408789,300,250,0,1,0,44966cc8da1ed40c95d59e863c8c75f0,300,115,361e128affece850342293213691a043,3386,"10063,10006,10057,10110"
1,3,17,573dc910a210674f89a842ac5b3de97a,1,u_VhkyLuFmD9zIFOL,windows_ie,120.9.247.*,3,7,3,5F1RQS9rg5scFsf,bfa000ed663f4997db218d6da6b1510f,null,News_Width5,960,90,0,0,50,fb5afa9dba1274beaf3dad86baf97e89,300,50,bebefa5efe83beee17a3d245e7c5085b,1458,"10006,10063,11278,10111"
0,2,19,b1d585e1b43f85674b4a6626dcfd9b85,1,u_DANHY6CIyyV,android_safari,123.154.172.*,94,97,null,null,null,null,1,320,50,FirstView,Na,6,11908,277,62,null,2997,null
0,0,22,54e712c0231e22bba860c0ad8318262b,1,u_DALM2599vBT,android_safari,120.204.201.*,79,79,4,8773fd3b5f8889537e4e146ad90a78e7,45cb7d9876cb9112c11626b5909e8ff4,null,9223372032560700459,960,90,FirstView,Na,30,10717,294,107,null,2821,null
0,0,9,76ef25c680bfc919a6873cf602cec615,1,u_VhdpPxjRP9dslsE,windows_ie,125.72.63.*,359,360,3,3FKElpuEMusyJqKbuKz,64ed6ab540c4c7f1f74ac175777b2d83,null,Fashion_F_Rectangle,300,250,0,0,50,00fccc64a1ee2809348509b7ac2a97a5,241,86,b2e35064f3549d447edbbdfb1f707c8c,3427,"11379,10063,10075,10006,10052,10111"
0,4,13,ee0dcb12d5e968af4ebf6eb299882519,1,u_Vhd1Lx1RLZTftV8,windows_ie,118.72.233.*,15,17,3,5F1RQS9rg5scFsf,b78895f2f23d4dade38a79c20eb244ab,null,News_F_Width1,1000,90,0,0,80,0cd33fcb336655841d3e1441b915748d,254,84,c8758e8658b05bc3a88af7b37bdf0575,3476,"10052,10059,10031,10063,10075,13403,10083,13042,10006,10024,14273,10057,10110"
0,4,13,85e105ee36e2880350d97c7433e94e2f,1,u_Vh1OOaKO36lfJV8,windows_ie,121.17.63.*,3,14,3,5F1RQS9rg5scFsf,ca59a6fb2239d3587fff45919c05bfa8,null,ALLINONE_F_Width1,1000,90,0,0,70,c46090c887c257b61ab1fa11baee91d8,241,77,0f951a030abdaedd733ee8d114ce2944,3427,null
0,5,17,4251ffa373d678cc6d38f1251cc7012e,1,u_VhTPLedYO8uZqbl,windows_ie,182.203.69.*,40,48,2,tSK-tpsyBNNvDNKfuKuKNpTIopd8S4,c573323f4f1b65eb68a2360de534d00,null,1,728,90,0,0,32,48f2e9ba15708c0146bda5e1dd653caa,300,85,bebefa5efe83beee17a3d245e7c5085b,1458,"13800,10067,10006,10024,10110"
0,0,22,fa46497a70ba2f4d6ae2a7b4b9afbc6d,1,u_VhddZna4ON9sDfk,windows_chrome,119.80.183.*,1,1,3,3SKoteC0gQ27gspy,dcba0fc93fdbf10d24010a1672bde183,null,Game_F_Upright,300,250,0,0,20,44966cc8da1ed40c95d59e863c8c75f0,300,20,43f4a37f42a7c5e6219e2601b26c6976,3386,"10075,10059,10077,10083,10063,10006,10111"
1,3,14,6ee05850c9be0b21707490bb9231256c,1,u_Vh1PLJ1pDqL8qWf,windows_ie,120.4.2.*,3,5,1,trqRTJkrXTq8wTK4wJB,adeb2495e571eb5202517e5948bd0ecd,null,mm_12990852_3067164_11030467,300,250,2,1,0,e1af08818a6cd6bbba118bb54a651961,238,147,a5d0bde104fea52ea466c77b37948424,3476,"13042,10006,10024,10063,10075,10110"
0,5,22,5403319a14565f53eacfac2f1cb48516,1,u_Vh5z1el8Pyk9DMj,mac_safari,111.193.6.*,1,1,3,5F1RQS9rg5scFsf,8393ab41b35a6538a2df7733173bdb77,null,News_F_Width1,1000,90,0,0,80,86c2543527c86a893d4d4f68810a0416,300,80,43f4a37f42a7c5e6219e2601b26c6976,3386,"10006,13403"
0,1,16,f76d4ba64f02662ce4bb9df973c6aea9,1,u_VhkxPaMtOUMVJYC,windows_ie,139.209.42.*,55,62,3,3SCYZrn0Qo18XMB4JKTI,613346daf7f86e4e7db34affe4d8753e,null,discuz_18316225_005,728,90,0,0,20,b90c12ed2bd7950c6027bf9c6937c48a,300,20,43f4a37f42a7c5e6219e2601b26c6976,3386,"10063,10031,10110"
0,0,10,711fc1ddf8a3637888dab2385be1afdc,1,u_VhkROkupONkIqBC,windows_ie,122.4.86.*,146,148,2,trqRTuTyjqN0wqKbuKz,a44d1a1da028c40cb72fbd08fcd11482,null,3644025353,468,60,2,0,5,612599432d200b093719dd1f372f7a30,300,240,bebefa5efe83beee17a3d245e7c5085b,1458,10006
0,0,11,8267fd9cac0a9ebe57d88c3571dc0d7f,1,u_Vh1DOuuPPtSdJ-f,windows_chrome,175.17.144.*,55,56,3,DDTSQuf0MTTNaqKIvMpENpn,14fb842b59e2270b432a1c70cc4c07ae,null,Astro_F_Rectangle,300,250,0,0,10,44966cc8da1ed40c95d59e863c8c75f0,300,64,43f4a37f42a7c5e6219e2601b26c6976,3386,"10057,10006,10024,10063,10059,10077,10083,10111"
0,1,0,13e9859d9ce57aa446007223274da0a6,1,u_VhkxZApHDtc4qsl,windows_ie,222.221.245.*,308,309,2,trqRTupoXTN7XhuouScWvpdh,a8210e134ff5dd1292835653314ade73,null,2866450627,336,280,1,0,5,ff5123fb9333ca095034c62fdaaf51aa,300,117,361e128affece850342293213691a043,3386,null
0,3,23,1dd53f3016dcd3fc8569d5268b589c7b,1,u_VhLS1u1iPUmhDdk,windows_ie,114.239.118.*,80,93,3,5F1RQS9rg5scFsf,f04ed7d17b0b9dd130ab26fdb0ed9437,null,ALLINONE_F_Width1,1000,90,0,0,70,86c2543527c86a893d4d4f68810a0416,300,70,43f4a37f42a7c5e6219e2601b26c6976,3386,"10063,10006,10059,10110"
0,3,22,abeedacfb149a454bdb9c1ef085aaef1,1,u_Vh5h1e2rPtLWeMB,windows_chrome,219.82.40.*,94,95,1,trqRTvFoMZl7gspy,fa92e4943c6d4f4cdc1a79d4ed02b287,null,mm_11498379_1313069_9360995,300,250,2,1,0,911b2d84826786018761e8c0b0a3a60c,227,119,d29e59bf0f7f8243858b8183f14d4412,3358,"10006,10110"
0,3,11,e916d4181a4e548a2681f9179d0bb84d,1,u_VhkrO5qiOTj9FIc,windows_ie,182.132.144.*,276,292,2,DFpETuxoGQdcFNKbuKz,bce4ec3e89164cb92edaecab1d38c422,null,1085010959,336,280,2,0,5,ff5123fb9333ca095034c62fdaaf51aa,300,10,361e128affece850342293213691a043,3386,"10083,10024,10006,10110"
0,2,12,05b2a70a7281bfaca6fc1da0500a878d,1,u_VhkEOD16Oyp_jsB,windows_ie,113.64.65.*,216,217,2,null,63b23e75234e4828c32d32807814fd27,null,925351963,728,90,0,0,38,b90c12ed2bd7950c6027bf9c6937c48a,300,44,361e128affece850342293213691a043,3386,"10006,13403,10110"
1,0,19,6fdf8ebac02a34ba213bf2b21ceb87db,1,u_VhLxC3uQLH9PX-f,mac_safari,113.89.3.*,216,219,1,6JC-VDz4LpscFsf,8baad038ac3009aae88f457d5c4881ae,null,mm_32045550_3153872_10444480,950,90,2,1,0,23d6dade7ed21cea308205b37594003e,227,119,b2e35064f3549d447edbbdfb1f707c8c,3427,null
